UNPLANNED_DOWNTIME,PLANNED_DOWNTIME,TOTAL_COUNT,GOOD_COUNT,REJECTED_COUNT,RUNTIME,ACTUAL_CYCLE_TIME,TS
false,false,6369,5978,391,1063,00:00:30.000,2025-04-15 11:21:38.636
false,true,6594,6189,405,0,00:00:00.000,2025-04-15 11:27:21.999
false,false,6607,6201,406,250,00:00:31.000,2025-04-15 11:27:43.017
false,false,6609,6203,406,311,00:00:30.000,2025-04-15 11:27:45.019
false,false,6527,6128,399,921,00:00:33.000,2025-04-15 11:25:46.906
false,false,6528,6129,399,952,00:00:31.000,2025-04-15 11:25:47.907
false,false,6529,6130,399,982,00:00:30.000,2025-04-15 11:25:48.909
false,false,6544,6142,402,1460,00:00:30.000,2025-04-15 11:26:03.919
false,false,6547,6144,403,1552,00:00:32.000,2025-04-15 11:26:06.923
false,false,6565,6161,404,435,00:00:30.000,2025-04-15 11:26:30.951
false,false,6374,5983,391,33,00:00:33.000,2025-04-15 11:21:49.644
false,true,6380,5989,391,0,00:00:00.000,2025-04-15 11:21:58.653
false,true,6399,6007,392,0,00:00:00.000,2025-04-15 11:22:33.694
false,true,6415,6022,393,0,00:00:00.000,2025-04-15 11:22:55.721
false,true,6428,6035,393,0,00:00:00.000,2025-04-15 11:23:31.758
false,true,6428,6035,393,0,00:00:00.000,2025-04-15 11:23:37.766
false,false,6456,6062,394,283,00:00:30.000,2025-04-15 11:24:17.810
false,true,6463,6068,395,0,00:00:00.000,2025-04-15 11:24:25.821
false,false,6477,6081,396,284,00:00:30.000,2025-04-15 11:24:50.843
false,false,6478,6081,397,315,00:00:31.000,2025-04-15 11:24:51.845
false,false,6488,6090,398,633,00:00:31.000,2025-04-15 11:25:01.854
false,false,6636,6228,408,95,00:00:30.000,2025-04-15 11:28:36.065
false,false,6641,6232,409,252,00:00:33.000,2025-04-15 11:28:41.072
false,true,6659,6248,411,0,00:00:00.000,2025-04-15 11:29:01.091
false,true,6659,6248,411,0,00:00:00.000,2025-04-15 11:29:04.094
false,true,6668,6256,412,0,00:00:00.000,2025-04-15 11:29:32.120
false,false,6670,6258,412,66,00:00:33.000,2025-04-15 11:29:34.121
false,true,6672,6260,412,0,00:00:00.000,2025-04-15 11:29:42.133
false,false,6689,6275,414,536,00:00:33.000,2025-04-15 11:29:59.150
false,false,6691,6277,414,600,00:00:32.000,2025-04-15 11:30:01.152
false,true,6692,6278,414,0,00:00:00.000,2025-04-15 11:30:08.159
false,true,6838,6419,419,0,00:00:00.000,2025-04-15 11:33:32.356
false,true,6838,6419,419,0,00:00:00.000,2025-04-15 11:33:39.364
false,true,6851,6431,420,0,00:00:00.000,2025-04-15 11:34:00.384
false,true,6855,6435,420,0,00:00:00.000,2025-04-15 11:34:12.398
false,true,6855,6435,420,0,00:00:00.000,2025-04-15 11:34:15.401
false,false,6870,6449,421,473,00:00:32.000,2025-04-15 11:34:30.421
false,true,6696,6282,414,0,00:00:00.000,2025-04-15 11:30:16.164
false,false,6711,6296,415,467,00:00:31.000,2025-04-15 11:30:33.182
false,false,6735,6320,415,1230,00:00:32.000,2025-04-15 11:30:57.201
false,false,6753,6338,415,1801,00:00:32.000,2025-04-15 11:31:15.222
false,false,6771,6354,417,2369,00:00:30.000,2025-04-15 11:31:33.238
false,true,6903,6481,422,0,00:00:00.000,2025-04-15 11:35:28.480
false,true,6903,6481,422,0,00:00:00.000,2025-04-15 11:35:32.485
false,false,6913,6491,422,311,00:00:31.000,2025-04-15 11:35:43.498
false,false,6934,6512,422,982,00:00:32.000,2025-04-15 11:36:04.520
false,false,6939,6517,422,1140,00:00:32.000,2025-04-15 11:36:09.525
false,false,6941,6519,422,1205,00:00:33.000,2025-04-15 11:36:11.526
false,false,6962,6536,426,63,00:00:30.000,2025-04-15 11:36:38.552
false,false,7066,6635,431,569,00:00:33.000,2025-04-15 11:38:52.685
false,false,7067,6636,431,602,00:00:33.000,2025-04-15 11:38:53.686
false,false,7094,6662,432,599,00:00:31.000,2025-04-15 11:39:26.725
false,false,7096,6664,432,663,00:00:33.000,2025-04-15 11:39:28.730
false,false,7116,6684,432,1296,00:00:30.000,2025-04-15 11:39:48.755
false,false,7134,6701,433,1863,00:00:30.000,2025-04-15 11:40:06.775
false,false,6793,6374,419,217,00:00:31.000,2025-04-15 11:32:01.262
false,false,6794,6375,419,249,00:00:32.000,2025-04-15 11:32:02.263
false,false,6800,6381,419,437,00:00:32.000,2025-04-15 11:32:08.269
false,true,6801,6382,419,0,00:00:00.000,2025-04-15 11:32:12.272
false,true,6801,6382,419,0,00:00:00.000,2025-04-15 11:32:15.273
false,true,6802,6383,419,0,00:00:00.000,2025-04-15 11:32:19.277
false,true,6802,6383,419,0,00:00:00.000,2025-04-15 11:32:22.282
false,false,6806,6387,419,122,00:00:31.000,2025-04-15 11:32:26.284
false,false,6808,6389,419,184,00:00:30.000,2025-04-15 11:32:28.285
false,false,6827,6408,419,220,00:00:31.000,2025-04-15 11:33:11.338
false,false,6833,6414,419,410,00:00:32.000,2025-04-15 11:33:17.342
false,true,6833,6414,419,0,00:00:00.000,2025-04-15 11:33:21.346
false,false,7000,6573,427,254,00:00:32.000,2025-04-15 11:37:40.614
false,false,7001,6574,427,285,00:00:31.000,2025-04-15 11:37:41.615
false,false,7011,6584,427,604,00:00:32.000,2025-04-15 11:37:51.624
false,false,7023,6595,428,982,00:00:32.000,2025-04-15 11:38:03.638
false,false,7035,6605,430,1360,00:00:30.000,2025-04-15 11:38:15.651
false,false,7039,6609,430,1485,00:00:32.000,2025-04-15 11:38:19.654
false,false,7042,6612,430,1578,00:00:32.000,2025-04-15 11:38:22.658
false,false,7141,6706,435,2084,00:00:33.000,2025-04-15 11:40:13.783
false,false,7142,6707,435,2114,00:00:30.000,2025-04-15 11:40:14.784
false,true,7145,6710,435,0,00:00:00.000,2025-04-15 11:40:18.787
false,true,7145,6710,435,0,00:00:00.000,2025-04-15 11:40:21.788
false,false,7149,6713,436,126,00:00:31.000,2025-04-15 11:40:27.797
false,false,7168,6729,439,63,00:00:30.000,2025-04-15 11:40:52.824
false,true,7171,6731,440,0,00:00:00.000,2025-04-15 11:40:56.830
false,false,7186,6745,441,474,00:00:31.000,2025-04-15 11:41:16.851
false,true,7202,6760,442,0,00:00:00.000,2025-04-15 11:41:33.870
false,false,7360,6907,453,157,00:00:30.000,2025-04-15 11:45:23.112
false,false,7365,6912,453,318,00:00:33.000,2025-04-15 11:45:28.117
false,false,7404,6946,458,786,00:00:33.000,2025-04-15 11:46:13.160
false,true,7406,6948,458,0,00:00:00.000,2025-04-15 11:46:32.183
false,true,7417,6958,459,0,00:00:00.000,2025-04-15 11:46:45.196
false,true,7242,6795,447,0,00:00:00.000,2025-04-15 11:42:40.943
false,false,7245,6798,447,93,00:00:30.000,2025-04-15 11:42:45.947
false,false,7418,6959,459,31,00:00:31.000,2025-04-15 11:46:51.202
false,false,7419,6960,459,64,00:00:33.000,2025-04-15 11:46:52.203
false,false,7420,6961,459,97,00:00:33.000,2025-04-15 11:46:53.204
false,false,7447,6987,460,155,00:00:30.000,2025-04-15 11:47:32.247
false,false,7453,6993,460,350,00:00:32.000,2025-04-15 11:47:38.255
false,false,7454,6994,460,382,00:00:32.000,2025-04-15 11:47:39.256
false,true,7466,7006,460,0,00:00:00.000,2025-04-15 11:48:03.286
false,false,7479,7017,462,404,00:00:33.000,2025-04-15 11:48:16.298
false,true,7489,7026,463,0,00:00:00.000,2025-04-15 11:48:28.313
false,false,7497,7034,463,63,00:00:30.000,2025-04-15 11:48:46.338
false,false,7530,7065,465,65,00:00:32.000,2025-04-15 11:49:25.372
false,false,7281,6833,448,32,00:00:32.000,2025-04-15 11:43:46.010
false,false,7288,6840,448,248,00:00:31.000,2025-04-15 11:43:53.016
false,false,7293,6844,449,406,00:00:33.000,2025-04-15 11:43:58.019
false,false,7294,6845,449,436,00:00:30.000,2025-04-15 11:43:59.019
false,false,7300,6851,449,626,00:00:31.000,2025-04-15 11:44:05.025
false,false,7335,6886,449,189,00:00:31.000,2025-04-15 11:44:52.079
false,true,7570,7104,466,0,00:00:00.000,2025-04-15 11:50:25.432
false,true,7570,7104,466,0,00:00:00.000,2025-04-15 11:50:26.432
false,false,7577,7111,466,221,00:00:31.000,2025-04-15 11:50:36.441
false,true,7580,7114,466,0,00:00:00.000,2025-04-15 11:50:44.446
false,false,7608,7141,467,879,00:00:32.000,2025-04-15 11:51:13.470
false,false,7613,7146,467,1035,00:00:33.000,2025-04-15 11:51:18.476
false,false,7626,7159,467,1442,00:00:30.000,2025-04-15 11:51:31.489
false,false,7629,7162,467,1536,00:00:31.000,2025-04-15 11:51:34.493
false,false,7722,7254,468,187,00:00:33.000,2025-04-15 11:53:37.627
false,false,7749,7280,469,1036,00:00:31.000,2025-04-15 11:54:04.663
false,true,7763,7293,470,0,00:00:00.000,2025-04-15 11:54:20.681
false,true,7763,7293,470,0,00:00:00.000,2025-04-15 11:54:23.683
false,false,7768,7298,470,162,00:00:32.000,2025-04-15 11:54:35.698
false,false,7647,7180,467,2100,00:00:30.000,2025-04-15 11:51:52.510
false,false,7661,7194,467,2548,00:00:33.000,2025-04-15 11:52:06.526
false,true,7666,7199,467,0,00:00:00.000,2025-04-15 11:52:15.536
false,false,7683,7215,468,536,00:00:30.000,2025-04-15 11:52:34.560
false,false,7685,7217,468,65,00:00:33.000,2025-04-15 11:52:42.567
false,false,7798,7328,470,284,00:00:31.000,2025-04-15 11:55:23.748
false,true,7811,7341,470,0,00:00:00.000,2025-04-15 11:55:43.773
false,true,7823,7350,473,0,00:00:00.000,2025-04-15 11:56:12.801
false,true,7828,7355,473,0,00:00:00.000,2025-04-15 11:56:25.816
false,true,7829,7356,473,0,00:00:00.000,2025-04-15 11:56:33.823
false,true,7829,7356,473,0,00:00:00.000,2025-04-15 11:56:34.825
false,false,7840,7367,473,351,00:00:33.000,2025-04-15 11:56:47.838
false,false,7842,7369,473,414,00:00:33.000,2025-04-15 11:56:49.841
false,false,7856,7383,473,369,00:00:30.000,2025-04-15 11:57:09.860
false,false,7862,7388,474,558,00:00:33.000,2025-04-15 11:57:15.867
false,false,7905,7431,474,1111,00:00:32.000,2025-04-15 11:58:10.937
false,false,8006,7528,478,405,00:00:32.000,2025-04-15 12:00:22.067
false,false,8028,7549,479,344,00:00:32.000,2025-04-15 12:00:56.100
false,false,5253,4926,327,692,00:00:31.000,2025-04-15 10:55:19.043
false,true,5264,4937,327,0,00:00:00.000,2025-04-15 10:55:34.056
false,false,5279,4950,329,474,00:00:31.000,2025-04-15 10:55:51.074
false,true,5298,4968,330,0,00:00:00.000,2025-04-15 10:56:14.098
false,false,5303,4972,331,154,00:00:32.000,2025-04-15 10:56:21.102
false,true,5303,4972,331,0,00:00:00.000,2025-04-15 10:56:27.109
false,false,5309,4976,333,187,00:00:30.000,2025-04-15 10:56:33.115
false,false,5321,4986,335,570,00:00:32.000,2025-04-15 10:56:45.124
false,true,4938,4634,304,0,00:00:00.000,2025-04-15 10:48:27.626
false,true,4995,4687,308,0,00:00:00.000,2025-04-15 10:49:43.705
false,true,5010,4701,309,0,00:00:00.000,2025-04-15 10:50:04.731
false,true,5010,4701,309,0,00:00:00.000,2025-04-15 10:50:09.737
false,false,5014,4705,309,126,00:00:33.000,2025-04-15 10:50:13.744
false,true,5014,4705,309,0,00:00:00.000,2025-04-15 10:50:19.749
false,false,5044,4732,312,937,00:00:33.000,2025-04-15 10:50:49.779
false,false,5069,4755,314,1723,00:00:32.000,2025-04-15 10:51:14.809
false,true,5083,4767,316,0,00:00:00.000,2025-04-15 10:51:35.829
false,false,5165,4844,321,535,00:00:31.000,2025-04-15 10:53:26.934
false,true,5187,4864,323,0,00:00:00.000,2025-04-15 10:53:49.956
false,true,5206,4882,324,0,00:00:00.000,2025-04-15 10:54:17.983
false,false,5236,4910,326,160,00:00:31.000,2025-04-15 10:55:02.024
false,false,5506,5159,347,570,00:00:31.000,2025-04-15 11:00:50.370
false,false,5521,5173,348,159,00:00:31.000,2025-04-15 11:01:17.399
false,false,5526,5178,348,316,00:00:31.000,2025-04-15 11:01:22.404
false,false,5528,5180,348,378,00:00:30.000,2025-04-15 11:01:24.406
false,false,5534,5185,349,573,00:00:32.000,2025-04-15 11:01:30.413
false,false,5577,5227,350,1166,00:00:33.000,2025-04-15 11:02:19.460
false,true,5590,5240,350,0,00:00:00.000,2025-04-15 11:02:44.481
false,false,5594,5244,350,127,00:00:32.000,2025-04-15 11:02:48.485
false,true,5687,5331,356,0,00:00:00.000,2025-04-15 11:05:13.643
false,true,5701,5345,356,0,00:00:00.000,2025-04-15 11:05:32.661
false,false,5703,5347,356,61,00:00:30.000,2025-04-15 11:05:43.671
false,false,5704,5348,356,93,00:00:32.000,2025-04-15 11:05:44.673
false,true,5710,5353,357,0,00:00:00.000,2025-04-15 11:05:53.682
false,true,5712,5355,357,0,00:00:00.000,2025-04-15 11:06:01.692
false,false,5713,5356,357,33,00:00:33.000,2025-04-15 11:06:05.694
false,false,5716,5359,357,127,00:00:33.000,2025-04-15 11:06:08.696
false,false,5736,5376,360,755,00:00:30.000,2025-04-15 11:06:28.717
false,false,5740,5380,360,885,00:00:33.000,2025-04-15 11:06:32.720
false,true,5741,5381,360,0,00:00:00.000,2025-04-15 11:06:34.722
false,false,5620,5270,350,534,00:00:30.000,2025-04-15 11:03:32.535
false,false,5625,5275,350,691,00:00:32.000,2025-04-15 11:03:37.538
false,true,5650,5297,353,0,00:00:00.000,2025-04-15 11:04:05.567
false,true,5650,5297,353,0,00:00:00.000,2025-04-15 11:04:06.569
false,true,5650,5297,353,0,00:00:00.000,2025-04-15 11:04:07.569
false,false,5652,5299,353,60,00:00:30.000,2025-04-15 11:04:10.572
false,true,5662,5307,355,0,00:00:00.000,2025-04-15 11:04:32.593
false,false,5419,5077,342,407,00:00:31.000,2025-04-15 10:58:47.246
false,false,5423,5081,342,532,00:00:32.000,2025-04-15 10:58:51.253
false,true,5424,5082,342,0,00:00:00.000,2025-04-15 10:58:57.259
false,true,5447,5104,343,0,00:00:00.000,2025-04-15 10:59:28.287
false,true,5447,5104,343,0,00:00:00.000,2025-04-15 10:59:30.288
false,true,5447,5104,343,0,00:00:00.000,2025-04-15 10:59:31.289
false,false,5878,5509,369,626,00:00:31.000,2025-04-15 11:10:08.946
false,false,5883,5514,369,32,00:00:32.000,2025-04-15 11:10:19.957
false,true,5884,5515,369,0,00:00:00.000,2025-04-15 11:10:22.958
false,true,5888,5518,370,0,00:00:00.000,2025-04-15 11:10:33.968
false,false,5924,5553,371,598,00:00:33.000,2025-04-15 11:11:31.023
false,false,5925,5554,371,628,00:00:30.000,2025-04-15 11:11:32.024
false,true,5808,5442,366,0,00:00:00.000,2025-04-15 11:08:34.850
false,true,5819,5452,367,0,00:00:00.000,2025-04-15 11:08:56.874
false,true,5819,5452,367,0,00:00:00.000,2025-04-15 11:08:57.874
false,false,5837,5469,368,567,00:00:33.000,2025-04-15 11:09:15.893
false,false,5841,5473,368,689,00:00:31.000,2025-04-15 11:09:19.895
false,false,5847,5479,368,158,00:00:32.000,2025-04-15 11:09:31.910
false,true,5935,5563,372,0,00:00:00.000,2025-04-15 11:11:48.037
false,true,5937,5565,372,0,00:00:00.000,2025-04-15 11:11:56.046
false,false,5950,5578,372,407,00:00:32.000,2025-04-15 11:12:09.053
false,false,5982,5606,376,437,00:00:32.000,2025-04-15 11:12:47.095
false,false,5984,5608,376,500,00:00:32.000,2025-04-15 11:12:49.098
false,false,5989,5613,376,659,00:00:31.000,2025-04-15 11:12:54.103
false,true,5996,5620,376,0,00:00:00.000,2025-04-15 11:13:03.111
false,false,6001,5625,376,124,00:00:31.000,2025-04-15 11:13:18.127
false,true,6004,5628,376,0,00:00:00.000,2025-04-15 11:13:24.133
false,true,5764,5402,362,0,00:00:00.000,2025-04-15 11:07:26.778
false,true,5774,5411,363,0,00:00:00.000,2025-04-15 11:07:37.787
false,false,5796,5431,365,31,00:00:31.000,2025-04-15 11:08:10.821
false,false,5799,5433,366,128,00:00:33.000,2025-04-15 11:08:13.825
false,true,5807,5441,366,0,00:00:00.000,2025-04-15 11:08:23.837
false,false,6006,5630,376,61,00:00:30.000,2025-04-15 11:13:29.137
false,true,6008,5632,376,0,00:00:00.000,2025-04-15 11:13:41.148
false,false,6011,5635,376,97,00:00:32.000,2025-04-15 11:13:46.155
false,false,6018,5640,378,321,00:00:30.000,2025-04-15 11:13:53.164
false,false,6023,5645,378,475,00:00:30.000,2025-04-15 11:13:58.168
false,false,6024,5646,378,507,00:00:32.000,2025-04-15 11:13:59.168
false,false,6033,5655,378,790,00:00:30.000,2025-04-15 11:14:08.177
false,true,6034,5656,378,0,00:00:00.000,2025-04-15 11:14:15.184
false,true,6035,5657,378,0,00:00:00.000,2025-04-15 11:14:18.189
false,false,6046,5668,378,155,00:00:30.000,2025-04-15 11:14:39.205
false,false,6051,5673,378,313,00:00:30.000,2025-04-15 11:14:44.213
false,false,6258,5871,387,815,00:00:33.000,2025-04-15 11:19:05.486
false,true,6260,5873,387,0,00:00:00.000,2025-04-15 11:19:11.491
false,false,6263,5876,387,93,00:00:30.000,2025-04-15 11:19:16.493
false,false,6287,5900,387,221,00:00:31.000,2025-04-15 11:19:52.534
false,true,6077,5698,379,0,00:00:00.000,2025-04-15 11:15:18.248
false,false,6127,5747,380,510,00:00:30.000,2025-04-15 11:16:30.324
false,false,6152,5771,381,1299,00:00:32.000,2025-04-15 11:16:55.347
false,false,6156,5775,381,1425,00:00:32.000,2025-04-15 11:16:59.351
false,false,6165,5784,381,1710,00:00:31.000,2025-04-15 11:17:08.363
false,false,6185,5801,384,2335,00:00:31.000,2025-04-15 11:17:28.380
false,false,6208,5823,385,380,00:00:31.000,2025-04-15 11:18:03.418
false,false,6299,5911,388,218,00:00:30.000,2025-04-15 11:20:10.549
false,true,6299,5911,388,0,00:00:00.000,2025-04-15 11:20:12.551
false,false,6328,5939,389,844,00:00:32.000,2025-04-15 11:20:51.589
false,false,6334,5944,390,1036,00:00:33.000,2025-04-15 11:20:57.600
false,false,6342,5952,390,220,00:00:33.000,2025-04-15 11:21:11.611
false,false,6344,5953,391,280,00:00:30.000,2025-04-15 11:21:13.614
false,false,6350,5959,391,467,00:00:30.000,2025-04-15 11:21:19.619
false,false,6355,5964,391,624,00:00:32.000,2025-04-15 11:21:24.622
false,false,6578,6174,404,315,00:00:33.000,2025-04-15 11:26:49.969
false,true,6588,6183,405,0,00:00:00.000,2025-04-15 11:27:10.989
false,true,6594,6189,405,0,00:00:00.000,2025-04-15 11:27:23.001
false,true,6594,6189,405,0,00:00:00.000,2025-04-15 11:27:24.002
false,false,6617,6211,406,190,00:00:32.000,2025-04-15 11:27:59.033
false,false,6627,6220,407,314,00:00:31.000,2025-04-15 11:28:15.049
false,false,6501,6103,398,98,00:00:33.000,2025-04-15 11:25:20.877
false,false,6518,6119,399,640,00:00:32.000,2025-04-15 11:25:37.894
false,false,6524,6125,399,826,00:00:30.000,2025-04-15 11:25:43.902
false,false,6532,6133,399,1079,00:00:33.000,2025-04-15 11:25:51.911
false,false,6538,6138,400,1267,00:00:33.000,2025-04-15 11:25:57.915
false,false,6545,6143,402,1490,00:00:30.000,2025-04-15 11:26:04.919
false,false,6560,6157,403,280,00:00:30.000,2025-04-15 11:26:25.949
false,true,6568,6164,404,0,00:00:00.000,2025-04-15 11:26:37.954
false,false,6575,6171,404,218,00:00:31.000,2025-04-15 11:26:46.966
false,false,6389,5998,391,291,00:00:33.000,2025-04-15 11:22:10.665
false,true,6391,6000,391,0,00:00:00.000,2025-04-15 11:22:17.674
false,true,6394,6003,391,0,00:00:00.000,2025-04-15 11:22:25.685
false,true,6399,6007,392,0,00:00:00.000,2025-04-15 11:22:34.695
false,true,6416,6023,393,0,00:00:00.000,2025-04-15 11:23:02.727
false,true,6416,6023,393,0,00:00:00.000,2025-04-15 11:23:06.731
false,false,6419,6026,393,92,00:00:30.000,2025-04-15 11:23:10.733
false,true,6429,6036,393,0,00:00:00.000,2025-04-15 11:23:42.771
false,false,6437,6043,394,252,00:00:33.000,2025-04-15 11:23:52.783
false,false,6480,6083,397,378,00:00:30.000,2025-04-15 11:24:53.847
false,false,6639,6230,409,188,00:00:32.000,2025-04-15 11:28:39.069
false,false,6646,6237,409,409,00:00:33.000,2025-04-15 11:28:46.075
false,true,6667,6255,412,0,00:00:00.000,2025-04-15 11:29:21.114
false,true,6667,6255,412,0,00:00:00.000,2025-04-15 11:29:23.115
false,false,6680,6267,413,256,00:00:33.000,2025-04-15 11:29:50.140
false,true,6838,6419,419,0,00:00:00.000,2025-04-15 11:33:30.354
false,false,6841,6422,419,93,00:00:30.000,2025-04-15 11:33:43.369
false,false,6850,6430,420,248,00:00:30.000,2025-04-15 11:33:58.383
false,false,6856,6436,420,31,00:00:31.000,2025-04-15 11:34:16.403
false,false,6864,6444,420,283,00:00:31.000,2025-04-15 11:34:24.412
false,false,6868,6447,421,411,00:00:33.000,2025-04-15 11:34:28.418
false,false,6882,6460,422,861,00:00:33.000,2025-04-15 11:34:42.434
false,true,6882,6460,422,0,00:00:00.000,2025-04-15 11:34:45.437
false,false,6886,6464,422,129,00:00:33.000,2025-04-15 11:34:58.449
false,false,6891,6469,422,287,00:00:31.000,2025-04-15 11:35:03.453
false,false,6694,6280,414,63,00:00:30.000,2025-04-15 11:30:10.161
false,true,6696,6282,414,0,00:00:00.000,2025-04-15 11:30:15.163
false,false,6699,6285,414,96,00:00:31.000,2025-04-15 11:30:21.168
false,false,6714,6299,415,565,00:00:32.000,2025-04-15 11:30:36.183
false,false,6729,6314,415,1039,00:00:33.000,2025-04-15 11:30:51.193
false,false,6744,6329,415,1514,00:00:33.000,2025-04-15 11:31:06.211
false,true,6891,6469,422,0,00:00:00.000,2025-04-15 11:35:09.460
false,false,6896,6474,422,94,00:00:32.000,2025-04-15 11:35:20.472
false,false,6898,6476,422,155,00:00:30.000,2025-04-15 11:35:22.473
false,false,6907,6485,422,127,00:00:30.000,2025-04-15 11:35:37.490
false,false,6921,6499,422,567,00:00:32.000,2025-04-15 11:35:51.506
false,false,6936,6514,422,1044,00:00:31.000,2025-04-15 11:36:06.521
false,false,6950,6527,423,1485,00:00:31.000,2025-04-15 11:36:20.533
false,false,6954,6529,425,1614,00:00:33.000,2025-04-15 11:36:24.538
false,true,6964,6538,426,0,00:00:00.000,2025-04-15 11:36:43.557
false,false,7075,6644,431,856,00:00:32.000,2025-04-15 11:39:01.696
false,false,7105,6673,432,945,00:00:33.000,2025-04-15 11:39:37.741
false,false,7113,6681,432,1203,00:00:33.000,2025-04-15 11:39:45.752
false,false,7120,6688,432,1422,00:00:31.000,2025-04-15 11:39:52.759
false,true,6801,6382,419,0,00:00:00.000,2025-04-15 11:32:11.270
false,true,6808,6389,419,0,00:00:00.000,2025-04-15 11:32:40.299
false,false,6811,6392,419,95,00:00:31.000,2025-04-15 11:32:43.302
false,true,6820,6401,419,0,00:00:00.000,2025-04-15 11:33:04.327
false,false,6823,6404,419,94,00:00:30.000,2025-04-15 11:33:07.332
false,false,6828,6409,419,250,00:00:30.000,2025-04-15 11:33:12.338
false,false,6838,6419,419,161,00:00:30.000,2025-04-15 11:33:28.352
false,false,6977,6551,426,286,00:00:31.000,2025-04-15 11:37:11.587
false,false,6982,6556,426,442,00:00:30.000,2025-04-15 11:37:16.592
false,false,6986,6560,426,568,00:00:30.000,2025-04-15 11:37:20.593
false,false,7038,6608,430,1453,00:00:31.000,2025-04-15 11:38:18.653
false,false,7043,6613,430,1610,00:00:32.000,2025-04-15 11:38:23.659
false,false,7137,6702,435,1957,00:00:33.000,2025-04-15 11:40:09.778
false,true,7145,6710,435,0,00:00:00.000,2025-04-15 11:40:20.788
false,true,7166,6727,439,0,00:00:00.000,2025-04-15 11:40:45.819
false,true,7171,6731,440,0,00:00:00.000,2025-04-15 11:40:58.832
false,false,7187,6746,441,507,00:00:33.000,2025-04-15 11:41:17.852
false,false,7207,6764,443,156,00:00:33.000,2025-04-15 11:41:43.880
false,false,7367,6913,454,382,00:00:31.000,2025-04-15 11:45:30.119
false,false,7372,6917,455,539,00:00:31.000,2025-04-15 11:45:35.122
false,true,7404,6946,458,0,00:00:00.000,2025-04-15 11:46:16.163
false,true,7417,6958,459,0,00:00:00.000,2025-04-15 11:46:46.198
false,true,7216,6771,445,0,00:00:00.000,2025-04-15 11:42:00.900
false,false,7226,6781,445,220,00:00:32.000,2025-04-15 11:42:20.922
false,false,7272,6824,448,565,00:00:32.000,2025-04-15 11:43:18.982
false,true,7442,6982,460,0,00:00:00.000,2025-04-15 11:47:24.240
false,true,7442,6982,460,0,00:00:00.000,2025-04-15 11:47:26.241
false,false,7457,6997,460,476,00:00:30.000,2025-04-15 11:47:42.261
false,false,7480,7018,462,436,00:00:32.000,2025-04-15 11:48:17.300
false,false,7483,7020,463,531,00:00:31.000,2025-04-15 11:48:20.305
false,false,7492,7029,463,97,00:00:32.000,2025-04-15 11:48:35.320
false,false,7496,7033,463,33,00:00:33.000,2025-04-15 11:48:45.335
false,false,7508,7044,464,409,00:00:30.000,2025-04-15 11:48:57.348
false,true,7545,7080,465,0,00:00:00.000,2025-04-15 11:49:51.400
false,false,7549,7083,466,125,00:00:32.000,2025-04-15 11:49:56.405
false,false,7285,6837,448,154,00:00:30.000,2025-04-15 11:43:50.015
false,true,7317,6868,449,0,00:00:00.000,2025-04-15 11:44:27.051
false,false,7325,6876,449,249,00:00:31.000,2025-04-15 11:44:36.061
false,false,7344,6894,450,475,00:00:32.000,2025-04-15 11:45:01.091
false,false,7560,7094,466,31,00:00:31.000,2025-04-15 11:50:13.420
false,true,7570,7104,466,0,00:00:00.000,2025-04-15 11:50:27.432
false,false,7584,7118,466,127,00:00:31.000,2025-04-15 11:50:49.451
false,false,7593,7126,467,409,00:00:30.000,2025-04-15 11:50:58.457
false,false,7600,7133,467,631,00:00:32.000,2025-04-15 11:51:05.463
false,false,7603,7136,467,724,00:00:30.000,2025-04-15 11:51:08.465
false,false,7604,7137,467,755,00:00:31.000,2025-04-15 11:51:09.466
false,false,7617,7150,467,1163,00:00:33.000,2025-04-15 11:51:22.480
false,false,7618,7151,467,1193,00:00:30.000,2025-04-15 11:51:23.481
false,false,7755,7285,470,1228,00:00:30.000,2025-04-15 11:54:10.669
false,true,7769,7299,470,0,00:00:00.000,2025-04-15 11:54:40.704
false,true,7769,7299,470,0,00:00:00.000,2025-04-15 11:54:41.705
false,false,7771,7301,470,64,00:00:33.000,2025-04-15 11:54:44.707
false,true,7774,7304,470,0,00:00:00.000,2025-04-15 11:54:51.713
false,false,7789,7319,470,466,00:00:31.000,2025-04-15 11:55:08.731
false,false,7667,7200,467,33,00:00:33.000,2025-04-15 11:52:18.540
false,false,7670,7202,468,130,00:00:31.000,2025-04-15 11:52:21.544
false,false,7674,7206,468,257,00:00:31.000,2025-04-15 11:52:25.548
false,false,7677,7209,468,351,00:00:31.000,2025-04-15 11:52:28.553
false,false,7690,7222,468,227,00:00:32.000,2025-04-15 11:52:47.574
false,true,7700,7232,468,0,00:00:00.000,2025-04-15 11:53:06.596
false,false,7706,7238,468,195,00:00:33.000,2025-04-15 11:53:15.604
false,false,7710,7242,468,324,00:00:31.000,2025-04-15 11:53:19.607
false,false,7711,7243,468,354,00:00:30.000,2025-04-15 11:53:20.608
false,true,7716,7248,468,0,00:00:00.000,2025-04-15 11:53:27.617
false,true,7789,7319,470,0,00:00:00.000,2025-04-15 11:55:10.733
false,false,7806,7336,470,158,00:00:32.000,2025-04-15 11:55:37.763
false,true,7817,7347,470,0,00:00:00.000,2025-04-15 11:55:55.783
false,true,7824,7351,473,0,00:00:00.000,2025-04-15 11:56:14.804
